Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Occurrence Year,Occurrence Month,Occurrence Hour
4838,,2020-07-20 13:00:00,20-07-2020 14:24,Mumbai,575,KIDNAPPING,72,M,Poison,Other Crime,14,No,,2020,7,
4839,,2020-07-20 14:00:00,20-07-2020 14:04,Bangalore,325,TRAFFIC VIOLATION,47,F,Explosives,Traffic Fatality,19,Yes,2020-08-10 02:00:00,2020,7,
4840,,2020-07-20 15:00:00,21-07-2020 07:20,Delhi,343,FRAUD,63,F,Other,Other Crime,6,No,,2020,7,
4841,,2020-07-20 16:00:00,21-07-2020 15:28,Varanasi,553,SHOPLIFTING,64,M,Blunt Object,Other Crime,10,Yes,2020-10-12 23:00:00,2020,7,
4842,,2020-07-20 17:00:00,21-07-2020 02:47,Mumbai,116,COUNTERFEITING,13,F,Unknown,Other Crime,3,Yes,2020-08-01 05:00:00,2020,7,
4843,,2020-07-20 18:00:00,21-07-2020 12:33,Mumbai,308,VANDALISM,22,M,Knife,Other Crime,16,No,,2020,7,
4844,,2020-07-20 19:00:00,21-07-2020 14:19,Surat,497,VEHICLE - STOLEN,64,F,Knife,Violent Crime,9,No,,2020,7,
4845,,2020-07-20 20:00:00,21-07-2020 00:07,Kolkata,215,CYBERCRIME,63,M,Unknown,Other Crime,14,Yes,2020-08-30 03:00:00,2020,7,
4846,,2020-07-20 21:00:00,21-07-2020 20:33,Indore,209,DRUG OFFENSE,30,F,Explosives,Other Crime,13,No,,2020,7,
4847,,2020-07-20 22:00:00,21-07-2020 16:43,Hyderabad,182,TRAFFIC VIOLATION,27,M,Poison,Traffic Fatality,19,No,,2020,7,
4848,,2020-07-20 23:00:00,21-07-2020 05:30,Mumbai,342,BURGLARY,11,F,Explosives,Other Crime,6,Yes,2020-10-11 01:00:00,2020,7,
4849,,2020-07-21 00:00:00,21-07-2020 17:06,Faridabad,280,ASSAULT,23,F,Other,Violent Crime,15,Yes,2020-08-26 23:00:00,2020,7,
4850,,2020-07-21 01:00:00,21-07-2020 14:06,Bangalore,332,ASSAULT,50,F,Knife,Violent Crime,19,Yes,2020-08-14 01:00:00,2020,7,
4851,,2020-07-21 02:00:00,21-07-2020 05:11,Thane,317,EXTORTION,60,F,Poison,Other Crime,19,No,,2020,7,
4852,,2020-07-21 03:00:00,22-07-2020 00:04,Delhi,181,PUBLIC INTOXICATION,12,M,Unknown,Other Crime,17,No,,2020,7,
4853,,2020-07-21 04:00:00,22-07-2020 02:25,Chennai,328,COUNTERFEITING,47,F,Firearm,Other Crime,10,Yes,2020-08-08 02:00:00,2020,7,
4854,,2020-07-21 05:00:00,21-07-2020 19:15,Lucknow,133,DOMESTIC VIOLENCE,63,M,Poison,Violent Crime,10,Yes,2020-10-04 06:00:00,2020,7,
4855,,2020-07-21 06:00:00,21-07-2020 18:55,Lucknow,367,ROBBERY,57,F,Firearm,Violent Crime,18,Yes,2020-09-21 15:00:00,2020,7,
4856,,2020-07-21 07:00:00,21-07-2020 21:33,Agra,580,ASSAULT,67,F,Poison,Violent Crime,7,Yes,2020-10-17 16:00:00,2020,7,
4857,,2020-07-21 08:00:00,21-07-2020 20:17,Pune,454,EXTORTION,52,F,Knife,Other Crime,18,No,,2020,7,
4858,,2020-07-21 09:00:00,22-07-2020 05:20,Pune,584,ILLEGAL POSSESSION,52,M,Firearm,Other Crime,2,No,,2020,7,
4859,,2020-07-21 10:00:00,21-07-2020 15:45,Ahmedabad,302,SHOPLIFTING,57,F,Other,Other Crime,10,No,,2020,7,
4860,,2020-07-21 11:00:00,21-07-2020 19:00,Surat,267,IDENTITY THEFT,61,F,Unknown,Violent Crime,10,Yes,2020-09-29 23:00:00,2020,7,
4861,,2020-07-21 12:00:00,22-07-2020 04:50,Varanasi,438,KIDNAPPING,55,M,Explosives,Other Crime,13,No,,2020,7,
4862,,2020-07-21 13:00:00,21-07-2020 17:48,Hyderabad,478,VANDALISM,58,M,Firearm,Other Crime,18,No,,2020,7,
4863,,2020-07-21 14:00:00,21-07-2020 20:37,Pune,124,ILLEGAL POSSESSION,28,F,Other,Other Crime,10,Yes,2020-09-12 16:00:00,2020,7,
4864,,2020-07-21 15:00:00,22-07-2020 10:20,Hyderabad,478,PUBLIC INTOXICATION,12,F,Poison,Other Crime,15,No,,2020,7,
4865,,2020-07-21 16:00:00,22-07-2020 12:51,Mumbai,477,SEXUAL ASSAULT,75,M,Other,Violent Crime,19,Yes,2022-05-17 03:00:00,2020,7,
4866,,2020-07-21 17:00:00,22-07-2020 01:02,Bangalore,209,VANDALISM,14,F,Explosives,Other Crime,18,No,,2020,7,
4867,,2020-07-21 18:00:00,22-07-2020 08:37,Vasai,304,ILLEGAL POSSESSION,74,F,Poison,Other Crime,2,No,,2020,7,
4868,,2020-07-21 19:00:00,22-07-2020 06:05,Pune,408,SEXUAL ASSAULT,27,M,Knife,Violent Crime,17,Yes,2021-11-15 13:00:00,2020,7,
4869,,2020-07-21 20:00:00,22-07-2020 04:52,Bhopal,418,ASSAULT,67,M,Knife,Violent Crime,9,No,,2020,7,
4870,,2020-07-21 21:00:00,22-07-2020 10:23,Hyderabad,313,IDENTITY THEFT,69,F,Other,Violent Crime,8,Yes,2020-10-01 06:00:00,2020,7,
4871,,2020-07-21 22:00:00,22-07-2020 13:00,Delhi,316,COUNTERFEITING,22,F,Blunt Object,Other Crime,9,Yes,2020-09-26 10:00:00,2020,7,
4872,,2020-07-21 23:00:00,22-07-2020 21:29,Chennai,548,SEXUAL ASSAULT,21,M,Other,Violent Crime,8,No,,2020,7,
4873,,2020-07-22 00:00:00,22-07-2020 10:28,Thane,548,ARSON,11,F,Other,Fire Accident,6,No,,2020,7,
4874,,2020-07-22 01:00:00,22-07-2020 16:00,Delhi,217,IDENTITY THEFT,19,F,Explosives,Violent Crime,12,No,,2020,7,
4875,,2020-07-22 02:00:00,22-07-2020 11:01,Kolkata,240,SHOPLIFTING,47,F,Poison,Other Crime,11,No,,2020,7,
4876,,2020-07-22 03:00:00,22-07-2020 22:20,Bhopal,128,ASSAULT,42,F,Explosives,Violent Crime,16,No,,2020,7,
4877,,2020-07-22 04:00:00,22-07-2020 08:56,Hyderabad,292,HOMICIDE,17,M,Blunt Object,Other Crime,14,Yes,2021-06-30 09:00:00,2020,7,
4878,,2020-07-22 05:00:00,23-07-2020 04:01,Bangalore,157,KIDNAPPING,20,F,Blunt Object,Other Crime,6,Yes,2020-08-22 18:00:00,2020,7,
4879,,2020-07-22 06:00:00,23-07-2020 02:08,Varanasi,503,CYBERCRIME,47,M,Unknown,Other Crime,19,Yes,2020-07-30 20:00:00,2020,7,
4880,,2020-07-22 07:00:00,23-07-2020 06:48,Hyderabad,419,TRAFFIC VIOLATION,40,M,Explosives,Traffic Fatality,13,No,,2020,7,
4881,,2020-07-22 08:00:00,22-07-2020 23:01,Delhi,127,FRAUD,19,M,Other,Other Crime,1,No,,2020,7,
4882,,2020-07-22 09:00:00,23-07-2020 01:23,Hyderabad,282,BURGLARY,55,F,Blunt Object,Other Crime,5,No,,2020,7,
4883,,2020-07-22 10:00:00,23-07-2020 00:11,Visakhapatnam,287,TRAFFIC VIOLATION,22,F,Blunt Object,Traffic Fatality,19,No,,2020,7,
4884,,2020-07-22 11:00:00,23-07-2020 06:07,Thane,563,KIDNAPPING,25,M,Blunt Object,Other Crime,11,No,,2020,7,
4885,,2020-07-22 12:00:00,22-07-2020 12:35,Mumbai,456,FRAUD,15,F,Blunt Object,Other Crime,17,Yes,2020-09-30 10:00:00,2020,7,
4886,,2020-07-22 13:00:00,23-07-2020 12:12,Hyderabad,449,SEXUAL ASSAULT,17,M,Other,Violent Crime,8,Yes,2021-03-04 17:00:00,2020,7,
4887,,2020-07-22 14:00:00,23-07-2020 07:39,Visakhapatnam,231,FIREARM OFFENSE,43,F,Unknown,Fire Accident,14,No,,2020,7,
4888,,2020-07-22 15:00:00,23-07-2020 10:47,Hyderabad,503,DOMESTIC VIOLENCE,46,M,Other,Violent Crime,3,No,,2020,7,
4889,,2020-07-22 16:00:00,23-07-2020 02:10,Lucknow,133,KIDNAPPING,33,F,Blunt Object,Other Crime,11,No,,2020,7,
4890,,2020-07-22 17:00:00,23-07-2020 03:33,Bangalore,504,SEXUAL ASSAULT,41,M,Poison,Violent Crime,12,Yes,2021-05-23 18:00:00,2020,7,
4891,,2020-07-22 18:00:00,23-07-2020 07:22,Delhi,161,DOMESTIC VIOLENCE,57,F,Blunt Object,Violent Crime,4,No,,2020,7,
4892,,2020-07-22 19:00:00,23-07-2020 12:23,Surat,111,SEXUAL ASSAULT,41,F,Explosives,Violent Crime,13,No,,2020,7,
4893,,2020-07-22 20:00:00,23-07-2020 17:25,Indore,119,DOMESTIC VIOLENCE,61,F,Knife,Violent Crime,4,Yes,2020-08-03 19:00:00,2020,7,
4894,,2020-07-22 21:00:00,23-07-2020 05:43,Pune,596,ILLEGAL POSSESSION,78,F,Unknown,Other Crime,17,Yes,2020-07-30 23:00:00,2020,7,
4895,,2020-07-22 22:00:00,23-07-2020 18:09,Chennai,537,ARSON,19,F,Other,Fire Accident,6,No,,2020,7,
4896,,2020-07-22 23:00:00,23-07-2020 04:06,Kolkata,231,FRAUD,15,F,Other,Other Crime,17,No,,2020,7,
4897,,2020-07-23 00:00:00,23-07-2020 07:55,Chennai,560,CYBERCRIME,58,M,Unknown,Other Crime,13,No,,2020,7,
4898,,2020-07-23 01:00:00,23-07-2020 12:23,Jaipur,207,ASSAULT,31,F,Firearm,Violent Crime,10,No,,2020,7,
4899,,2020-07-23 02:00:00,23-07-2020 17:48,Jaipur,578,DOMESTIC VIOLENCE,49,F,Knife,Violent Crime,12,No,,2020,7,
4900,,2020-07-23 03:00:00,23-07-2020 11:04,Mumbai,516,CYBERCRIME,24,F,Other,Other Crime,4,No,,2020,7,
4901,,2020-07-23 04:00:00,23-07-2020 15:53,Kolkata,377,KIDNAPPING,32,M,Poison,Other Crime,2,Yes,2020-09-22 16:00:00,2020,7,
4902,,2020-07-23 05:00:00,24-07-2020 01:14,Kolkata,506,TRAFFIC VIOLATION,52,F,Unknown,Traffic Fatality,15,Yes,2020-08-07 05:00:00,2020,7,
4903,,2020-07-23 06:00:00,23-07-2020 16:56,Kanpur,436,PUBLIC INTOXICATION,73,F,Explosives,Other Crime,12,Yes,2020-08-05 04:00:00,2020,7,
4904,,2020-07-23 07:00:00,23-07-2020 13:40,Visakhapatnam,139,VANDALISM,68,F,Explosives,Other Crime,7,No,,2020,7,
4905,,2020-07-23 08:00:00,23-07-2020 13:56,Surat,427,EXTORTION,35,F,Knife,Other Crime,17,Yes,2020-08-12 01:00:00,2020,7,
4906,,2020-07-23 09:00:00,23-07-2020 19:10,Lucknow,307,ASSAULT,77,F,Other,Violent Crime,8,No,,2020,7,
4907,,2020-07-23 10:00:00,23-07-2020 20:22,Pune,575,VANDALISM,15,M,Unknown,Other Crime,17,No,,2020,7,
4908,,2020-07-23 11:00:00,23-07-2020 22:02,Lucknow,473,TRAFFIC VIOLATION,78,F,Unknown,Traffic Fatality,14,Yes,2020-07-31 18:00:00,2020,7,
4909,,2020-07-23 12:00:00,23-07-2020 15:25,Delhi,174,VEHICLE - STOLEN,63,M,Knife,Violent Crime,17,Yes,2020-09-07 00:00:00,2020,7,
4910,,2020-07-23 13:00:00,23-07-2020 20:53,Kolkata,446,ILLEGAL POSSESSION,26,M,Unknown,Other Crime,13,Yes,2020-08-04 16:00:00,2020,7,
4911,,2020-07-23 14:00:00,23-07-2020 16:33,Mumbai,427,BURGLARY,62,F,Unknown,Other Crime,19,Yes,2020-08-28 16:00:00,2020,7,
4912,,2020-07-23 15:00:00,24-07-2020 01:09,Delhi,552,SHOPLIFTING,40,M,Unknown,Other Crime,12,Yes,2020-10-09 12:00:00,2020,7,
4913,,2020-07-23 16:00:00,24-07-2020 15:42,Kolkata,396,TRAFFIC VIOLATION,52,M,Other,Traffic Fatality,3,No,,2020,7,
4914,,2020-07-23 17:00:00,24-07-2020 13:55,Meerut,432,SEXUAL ASSAULT,78,F,Knife,Violent Crime,5,No,,2020,7,
4915,,2020-07-23 18:00:00,24-07-2020 15:12,Varanasi,375,BURGLARY,60,M,Unknown,Other Crime,3,Yes,2020-09-16 15:00:00,2020,7,
4916,,2020-07-23 19:00:00,24-07-2020 18:46,Bangalore,498,FRAUD,69,F,Firearm,Other Crime,1,No,,2020,7,
4917,,2020-07-23 20:00:00,24-07-2020 12:04,Delhi,506,SEXUAL ASSAULT,59,M,Poison,Violent Crime,14,No,,2020,7,
4918,,2020-07-23 21:00:00,24-07-2020 06:44,Delhi,583,KIDNAPPING,25,F,Poison,Other Crime,14,Yes,2020-10-13 21:00:00,2020,7,
4919,,2020-07-23 22:00:00,24-07-2020 03:54,Delhi,256,DRUG OFFENSE,34,M,Blunt Object,Other Crime,6,Yes,2020-08-06 02:00:00,2020,7,
4920,,2020-07-23 23:00:00,24-07-2020 05:12,Kalyan,312,BURGLARY,76,F,Blunt Object,Other Crime,3,No,,2020,7,
4921,,2020-07-24 00:00:00,24-07-2020 22:15,Bangalore,450,BURGLARY,18,F,Explosives,Other Crime,12,No,,2020,7,
4922,,2020-07-24 01:00:00,24-07-2020 14:28,Delhi,247,SEXUAL ASSAULT,51,F,Blunt Object,Violent Crime,9,No,,2020,7,
4923,,2020-07-24 02:00:00,24-07-2020 02:26,Mumbai,365,VANDALISM,24,M,Other,Other Crime,12,Yes,2020-10-18 20:00:00,2020,7,
4924,,2020-07-24 03:00:00,25-07-2020 01:35,Thane,214,CYBERCRIME,18,F,Explosives,Other Crime,14,No,,2020,7,
4925,,2020-07-24 04:00:00,24-07-2020 17:24,Delhi,406,HOMICIDE,46,F,Other,Other Crime,11,Yes,2021-02-24 11:00:00,2020,7,
4926,,2020-07-24 05:00:00,24-07-2020 20:48,Jaipur,568,ASSAULT,15,M,Firearm,Violent Crime,3,Yes,2020-08-30 16:00:00,2020,7,
4927,,2020-07-24 06:00:00,25-07-2020 05:54,Kolkata,352,FIREARM OFFENSE,12,F,Knife,Fire Accident,12,Yes,2020-09-05 12:00:00,2020,7,
4928,,2020-07-24 07:00:00,24-07-2020 09:56,Delhi,120,BURGLARY,70,F,Unknown,Other Crime,14,No,,2020,7,
4929,,2020-07-24 08:00:00,24-07-2020 16:47,Thane,336,CYBERCRIME,26,F,Blunt Object,Other Crime,17,Yes,2020-09-19 09:00:00,2020,7,
4930,,2020-07-24 09:00:00,24-07-2020 23:43,Kolkata,249,ILLEGAL POSSESSION,39,F,Unknown,Other Crime,3,Yes,2020-10-07 05:00:00,2020,7,
4931,,2020-07-24 10:00:00,24-07-2020 13:36,Mumbai,233,IDENTITY THEFT,31,F,Explosives,Violent Crime,18,No,,2020,7,
4932,,2020-07-24 11:00:00,25-07-2020 02:43,Kolkata,288,CYBERCRIME,75,F,Firearm,Other Crime,18,No,,2020,7,
4933,,2020-07-24 12:00:00,24-07-2020 14:52,Mumbai,463,FRAUD,61,M,Poison,Other Crime,14,No,,2020,7,
4934,,2020-07-24 13:00:00,24-07-2020 22:31,Ahmedabad,192,TRAFFIC VIOLATION,71,F,Blunt Object,Traffic Fatality,3,Yes,2020-08-03 07:00:00,2020,7,
4935,,2020-07-24 14:00:00,24-07-2020 20:16,Bangalore,375,SEXUAL ASSAULT,61,M,Blunt Object,Violent Crime,13,No,,2020,7,
4936,,2020-07-24 15:00:00,25-07-2020 14:23,Delhi,477,IDENTITY THEFT,76,F,Firearm,Violent Crime,15,Yes,2020-10-11 03:00:00,2020,7,
4937,,2020-07-24 16:00:00,25-07-2020 00:50,Kolkata,177,VEHICLE - STOLEN,32,M,Poison,Violent Crime,3,Yes,2020-10-19 14:00:00,2020,7,
4938,,2020-07-24 17:00:00,25-07-2020 14:21,Hyderabad,466,IDENTITY THEFT,42,F,Poison,Violent Crime,18,No,,2020,7,
4939,,2020-07-24 18:00:00,25-07-2020 02:25,Chennai,249,IDENTITY THEFT,59,F,Poison,Violent Crime,9,Yes,2020-10-18 08:00:00,2020,7,
4940,,2020-07-24 19:00:00,25-07-2020 06:42,Chennai,358,PUBLIC INTOXICATION,27,F,Other,Other Crime,8,No,,2020,7,
4941,,2020-07-24 20:00:00,24-07-2020 22:31,Surat,552,VEHICLE - STOLEN,35,F,Blunt Object,Violent Crime,4,No,,2020,7,
4942,,2020-07-24 21:00:00,24-07-2020 22:06,Agra,472,PUBLIC INTOXICATION,21,F,Firearm,Other Crime,4,No,,2020,7,
4943,,2020-07-24 22:00:00,25-07-2020 08:05,Delhi,377,SEXUAL ASSAULT,67,F,Blunt Object,Violent Crime,18,Yes,2021-06-04 16:00:00,2020,7,
4944,,2020-07-24 23:00:00,25-07-2020 11:29,Ahmedabad,301,VEHICLE - STOLEN,14,F,Other,Violent Crime,4,Yes,2020-09-01 18:00:00,2020,7,
4945,,2020-07-25 00:00:00,25-07-2020 02:40,Delhi,386,CYBERCRIME,69,F,Unknown,Other Crime,17,Yes,2020-10-22 14:00:00,2020,7,
4946,,2020-07-25 01:00:00,25-07-2020 06:15,Hyderabad,137,BURGLARY,40,F,Other,Other Crime,8,Yes,2021-01-08 16:00:00,2020,7,
4947,,2020-07-25 02:00:00,25-07-2020 22:21,Hyderabad,565,TRAFFIC VIOLATION,14,M,Knife,Traffic Fatality,7,No,,2020,7,
4948,,2020-07-25 03:00:00,25-07-2020 20:38,Agra,337,PUBLIC INTOXICATION,67,M,Blunt Object,Other Crime,18,No,,2020,7,
4949,,2020-07-25 04:00:00,26-07-2020 00:20,Delhi,116,PUBLIC INTOXICATION,68,M,Blunt Object,Other Crime,9,No,,2020,7,
4950,,2020-07-25 05:00:00,26-07-2020 03:54,Delhi,498,CYBERCRIME,50,F,Blunt Object,Other Crime,1,Yes,2020-10-18 09:00:00,2020,7,
4951,,2020-07-25 06:00:00,25-07-2020 21:56,Mumbai,350,ROBBERY,62,M,Knife,Violent Crime,13,No,,2020,7,
4952,,2020-07-25 07:00:00,26-07-2020 04:13,Mumbai,527,CYBERCRIME,11,M,Poison,Other Crime,5,No,,2020,7,
4953,,2020-07-25 08:00:00,26-07-2020 07:54,Hyderabad,504,VEHICLE - STOLEN,59,F,Unknown,Violent Crime,6,Yes,2020-08-06 11:00:00,2020,7,
4954,,2020-07-25 09:00:00,26-07-2020 01:45,Bangalore,172,SHOPLIFTING,34,F,Poison,Other Crime,5,Yes,2020-08-17 02:00:00,2020,7,
4955,,2020-07-25 10:00:00,25-07-2020 18:59,Pune,200,HOMICIDE,50,F,Explosives,Other Crime,13,Yes,2022-06-06 20:00:00,2020,7,
4956,,2020-07-25 11:00:00,25-07-2020 15:20,Rajkot,229,FRAUD,55,F,Poison,Other Crime,9,Yes,2020-10-07 17:00:00,2020,7,
4957,,2020-07-25 12:00:00,26-07-2020 10:35,Visakhapatnam,323,FRAUD,67,F,Firearm,Other Crime,13,No,,2020,7,
4958,,2020-07-25 13:00:00,25-07-2020 20:47,Bangalore,375,VANDALISM,21,F,Firearm,Other Crime,17,Yes,2020-08-07 20:00:00,2020,7,
4959,,2020-07-25 14:00:00,26-07-2020 11:41,Delhi,566,VANDALISM,69,M,Explosives,Other Crime,10,No,,2020,7,
4960,,2020-07-25 15:00:00,25-07-2020 19:16,Ahmedabad,223,ILLEGAL POSSESSION,18,F,Other,Other Crime,4,Yes,2020-08-30 04:00:00,2020,7,
4961,,2020-07-25 16:00:00,25-07-2020 18:10,Pune,310,BURGLARY,76,M,Poison,Other Crime,1,No,,2020,7,
4962,,2020-07-25 17:00:00,26-07-2020 09:05,Srinagar,565,PUBLIC INTOXICATION,71,M,Firearm,Other Crime,5,No,,2020,7,
4963,,2020-07-25 18:00:00,25-07-2020 20:10,Jaipur,286,ILLEGAL POSSESSION,22,F,Poison,Other Crime,11,Yes,2020-09-23 13:00:00,2020,7,
4964,,2020-07-25 19:00:00,26-07-2020 14:20,Nashik,417,SHOPLIFTING,61,F,Explosives,Other Crime,4,No,,2020,7,
4965,,2020-07-25 20:00:00,26-07-2020 16:30,Bangalore,581,VANDALISM,34,F,Other,Other Crime,1,Yes,2020-09-23 17:00:00,2020,7,
4966,,2020-07-25 21:00:00,26-07-2020 15:42,Delhi,284,VEHICLE - STOLEN,52,F,Firearm,Violent Crime,9,No,,2020,7,
4967,,2020-07-25 22:00:00,26-07-2020 00:11,Delhi,508,FIREARM OFFENSE,26,M,Unknown,Fire Accident,4,No,,2020,7,
4968,,2020-07-25 23:00:00,26-07-2020 05:30,Delhi,572,ARSON,15,M,Poison,Fire Accident,11,Yes,2020-10-06 04:00:00,2020,7,
4969,,2020-07-26 00:00:00,26-07-2020 19:26,Indore,574,SHOPLIFTING,77,M,Firearm,Other Crime,2,No,,2020,7,
4970,,2020-07-26 01:00:00,26-07-2020 07:14,Pune,470,FRAUD,41,M,Unknown,Other Crime,6,Yes,2020-09-15 03:00:00,2020,7,
4971,,2020-07-26 02:00:00,26-07-2020 22:53,Ahmedabad,149,FIREARM OFFENSE,26,M,Unknown,Fire Accident,9,No,,2020,7,
4972,,2020-07-26 03:00:00,26-07-2020 11:35,Ludhiana,424,SHOPLIFTING,59,F,Explosives,Other Crime,19,No,,2020,7,
4973,,2020-07-26 04:00:00,26-07-2020 16:35,Pune,549,ROBBERY,26,F,Unknown,Violent Crime,9,No,,2020,7,
4974,,2020-07-26 05:00:00,26-07-2020 18:20,Delhi,212,DOMESTIC VIOLENCE,32,F,Poison,Violent Crime,7,No,,2020,7,
4975,,2020-07-26 06:00:00,26-07-2020 12:42,Bhopal,223,HOMICIDE,50,M,Firearm,Other Crime,6,No,,2020,7,
4976,,2020-07-26 07:00:00,26-07-2020 15:56,Mumbai,571,SHOPLIFTING,38,F,Unknown,Other Crime,15,Yes,2020-09-12 20:00:00,2020,7,
4977,,2020-07-26 08:00:00,26-07-2020 20:13,Chennai,259,BURGLARY,25,M,Explosives,Other Crime,8,Yes,2020-12-14 23:00:00,2020,7,
4978,,2020-07-26 09:00:00,26-07-2020 23:51,Hyderabad,432,IDENTITY THEFT,18,F,Other,Violent Crime,5,Yes,2020-10-02 07:00:00,2020,7,
4979,,2020-07-26 10:00:00,26-07-2020 14:30,Kanpur,552,KIDNAPPING,63,M,Other,Other Crime,15,Yes,2020-08-21 17:00:00,2020,7,
4980,,2020-07-26 11:00:00,27-07-2020 09:47,Bangalore,577,PUBLIC INTOXICATION,69,F,Other,Other Crime,12,Yes,2020-08-24 05:00:00,2020,7,
4981,,2020-07-26 12:00:00,26-07-2020 12:40,Pune,392,ARSON,34,F,Firearm,Fire Accident,17,No,,2020,7,
4982,,2020-07-26 13:00:00,27-07-2020 02:22,Mumbai,330,DOMESTIC VIOLENCE,13,F,Unknown,Violent Crime,14,Yes,2020-08-25 09:00:00,2020,7,
4983,,2020-07-26 14:00:00,27-07-2020 11:49,Kolkata,155,SEXUAL ASSAULT,60,M,Other,Violent Crime,9,Yes,2021-02-15 02:00:00,2020,7,
4984,,2020-07-26 15:00:00,27-07-2020 14:12,Surat,155,EXTORTION,47,F,Explosives,Other Crime,15,Yes,2020-08-15 19:00:00,2020,7,
4985,,2020-07-26 16:00:00,26-07-2020 20:51,Kolkata,228,BURGLARY,61,F,Explosives,Other Crime,15,Yes,2021-01-22 21:00:00,2020,7,
4986,,2020-07-26 17:00:00,27-07-2020 06:21,Mumbai,128,BURGLARY,46,F,Blunt Object,Other Crime,14,No,,2020,7,
4987,,2020-07-26 18:00:00,26-07-2020 21:03,Lucknow,199,EXTORTION,31,F,Poison,Other Crime,15,No,,2020,7,
4988,,2020-07-26 19:00:00,27-07-2020 06:04,Ludhiana,543,CYBERCRIME,28,F,Other,Other Crime,5,No,,2020,7,
4989,,2020-07-26 20:00:00,27-07-2020 11:30,Delhi,338,BURGLARY,25,F,Firearm,Other Crime,18,Yes,2021-01-19 07:00:00,2020,7,
4990,,2020-07-26 21:00:00,27-07-2020 11:33,Chennai,316,VANDALISM,64,M,Unknown,Other Crime,9,No,,2020,7,
4991,,2020-07-26 22:00:00,27-07-2020 01:46,Bangalore,518,DOMESTIC VIOLENCE,73,M,Poison,Violent Crime,13,No,,2020,7,
4992,,2020-07-26 23:00:00,27-07-2020 06:39,Indore,227,DRUG OFFENSE,21,M,Firearm,Other Crime,9,Yes,2020-08-14 10:00:00,2020,7,
4993,,2020-07-27 00:00:00,27-07-2020 07:36,Kanpur,232,HOMICIDE,79,F,Unknown,Other Crime,17,Yes,2021-09-23 09:00:00,2020,7,
4994,,2020-07-27 01:00:00,27-07-2020 20:20,Chennai,484,HOMICIDE,56,F,Poison,Other Crime,9,No,,2020,7,
4995,,2020-07-27 02:00:00,28-07-2020 01:02,Lucknow,411,ASSAULT,15,F,Poison,Violent Crime,4,Yes,2020-08-25 09:00:00,2020,7,
4996,,2020-07-27 03:00:00,27-07-2020 21:49,Nagpur,313,FIREARM OFFENSE,34,F,Firearm,Fire Accident,8,Yes,2020-08-07 22:00:00,2020,7,
4997,,2020-07-27 04:00:00,27-07-2020 06:36,Nagpur,448,CYBERCRIME,37,F,Poison,Other Crime,17,No,,2020,7,
4998,,2020-07-27 05:00:00,27-07-2020 17:02,Mumbai,156,SEXUAL ASSAULT,26,F,Knife,Violent Crime,19,No,,2020,7,
4999,,2020-07-27 06:00:00,27-07-2020 09:22,Surat,214,FIREARM OFFENSE,79,F,Knife,Fire Accident,1,No,,2020,7,
5000,,2020-07-27 07:00:00,28-07-2020 02:59,Nagpur,424,ASSAULT,30,F,Other,Violent Crime,11,Yes,2020-09-29 20:00:00,2020,7,
5001,,2020-07-27 08:00:00,27-07-2020 22:45,Delhi,435,DOMESTIC VIOLENCE,19,M,Firearm,Violent Crime,16,No,,2020,7,
5002,,2020-07-27 09:00:00,28-07-2020 05:31,Kolkata,211,ILLEGAL POSSESSION,27,F,Unknown,Other Crime,10,Yes,2020-10-09 23:00:00,2020,7,
5003,,2020-07-27 10:00:00,27-07-2020 15:59,Visakhapatnam,466,SEXUAL ASSAULT,50,F,Blunt Object,Violent Crime,4,No,,2020,7,
5004,,2020-07-27 11:00:00,27-07-2020 11:59,Indore,409,TRAFFIC VIOLATION,67,F,Blunt Object,Traffic Fatality,12,Yes,2020-08-14 09:00:00,2020,7,
5005,,2020-07-27 12:00:00,28-07-2020 05:46,Mumbai,473,ILLEGAL POSSESSION,62,F,Explosives,Other Crime,18,Yes,2020-08-16 23:00:00,2020,7,
5006,,2020-07-27 13:00:00,27-07-2020 15:03,Lucknow,388,VEHICLE - STOLEN,12,F,Explosives,Violent Crime,2,No,,2020,7,
5007,,2020-07-27 14:00:00,28-07-2020 10:49,Thane,342,SHOPLIFTING,49,F,Poison,Other Crime,11,Yes,2020-08-30 13:00:00,2020,7,
5008,,2020-07-27 15:00:00,28-07-2020 02:09,Kanpur,227,IDENTITY THEFT,76,F,Blunt Object,Violent Crime,16,No,,2020,7,
5009,,2020-07-27 16:00:00,28-07-2020 02:35,Lucknow,458,SHOPLIFTING,60,F,Blunt Object,Other Crime,10,Yes,2020-08-29 22:00:00,2020,7,
5010,,2020-07-27 17:00:00,28-07-2020 10:08,Kalyan,179,HOMICIDE,36,F,Other,Other Crime,16,Yes,2022-06-05 01:00:00,2020,7,
5011,,2020-07-27 18:00:00,27-07-2020 18:44,Patna,538,BURGLARY,52,M,Other,Other Crime,10,Yes,2021-01-12 19:00:00,2020,7,
5012,,2020-07-27 19:00:00,28-07-2020 07:00,Nagpur,599,HOMICIDE,41,F,Blunt Object,Other Crime,19,No,,2020,7,
5013,,2020-07-27 20:00:00,28-07-2020 11:44,Bangalore,399,ILLEGAL POSSESSION,27,F,Firearm,Other Crime,18,Yes,2020-10-04 05:00:00,2020,7,
